row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,10Y_point1mg.mzML Peak area,1N_point1mg.mzML Peak area,3N_point1mg.mzML Peak area,4135_1_80.mzML Peak area,4135_2_80.mzML Peak area,4135_3_80.mzML Peak area,4135_4_80.mzML Peak area,4136_1_80.mzML Peak area,4136_2_80.mzML Peak area,4136_3_80.mzML Peak area,4136_4_80.mzML Peak area,4138_1_80.mzML Peak area,4138_2_80.mzML Peak area,4138_3_80.mzML Peak area,4138_4_80.mzML Peak area,4N_point1mg.mzML Peak area,5050_1_80.mzML Peak area,5050_2_80.mzML Peak area,5050_3_80.mzML Peak area,5050_4_80.mzML Peak area,5051_1_80.mzML Peak area,5051_2_80.mzML Peak area,5051_3_80.mzML Peak area,5051_4_80.mzML Peak area,5N_point1mg.mzML Peak area,6Y_point1mg.mzML Peak area,7Y_point1mg.mzML Peak area,80MeOH_blk1.mzML Peak area,80MeOH_blk_6.mzML Peak area,80_MeOH_blk24.mzML Peak area,80_MeOH_blk3.mzML Peak area,80_MeOH_blk5.mzML Peak area,80_MeOH_blk_10.mzML Peak area,80_MeOH_blk_10_20251016022945.mzML Peak area,80_MeOH_blk_11.mzML Peak area,80_MeOH_blk_12.mzML Peak area,80_MeOH_blk_13.mzML Peak area,80_MeOH_blk_20.mzML Peak area,80_MeOH_blk_21.mzML Peak area,80_MeOH_blk_22.mzML Peak area,80_MeOH_blk_23.mzML Peak area,80_MeOH_blk_4.mzML Peak area,80_MeOH_blk_7.mzML Peak area,80_MeOH_blk_8.mzML Peak area,80_MeOH_blk_9.mzML Peak area,80_MeOHblk_2.mzML Peak area,8Y_point1mg.mzML Peak area,9Y_point1mg.mzML Peak area,Ext_blank_1_1_80.mzML Peak area,Ext_blank_1_2_80.mzML Peak area,Ext_blank_2_1_80.mzML Peak area,Ext_blank_2_2_80.mzML Peak area,mxaF_1_80.mzML Peak area,mxaF_2_80.mzML Peak area,mxaF_3_80.mzML Peak area,mxaF_4_80.mzML Peak area,
6572,529.261974279855,4.9073296,,,,391,732,[M+Na]+,,2,6568;6572,506.2729,0,397.7329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80922.53,22811.715,54125.13,18655.1,2512.3445,46683.625,59527.633,52656.156,158.01736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38802.758,15207.047,44662.72,45758.043,
6579,211.13300700111236,4.911754,,,,391,735,[M+H-H2O]+,,4,6579;6589;6580;6582,228.13614,800.69806,9334.246,8187.15,0,0,27.846987,0,120.15643,64.95099,93.36276,0,97.00998,96.98599,82.45,151.20073,6290.4097,135374.42,85907.86,107276.586,79225.64,43493.996,84180.7,137628.94,126958.78,5960.279,752.06067,259.58875,0,0,287.0896,0,0,24.045477,0,84.09256,52.866688,27.152977,5842.2363,3153.2375,1287.8119,563.43634,0,0,0,0,0,2171.2776,342.5445,63.788605,122.643005,77.94736,73.31679,95700.78,75668.98,109089.47,115941.125,
6589,267.0993517847696,4.911842,,,,391,735,[M+K]+,,4,6579;6589;6580;6582,228.13614,55.04764,12431.836,5625.923,0,0,0,0,0,0,0,0,0,0,0,0,4576.0967,29513.021,24426.695,29263.31,25991.104,17920.863,27046.477,32655.793,29314.81,5939.432,226.17244,114.35301,0,0,0,0,0,0,0,0,0,0,43.333702,0,0,0,0,0,0,0,0,1018.6644,134.82765,0,0,0,0,27354.812,25870.92,28423.107,27040.72,
6582,251.12520353145263,4.9143653,,,,391,735,[M+Na]+,,4,6579;6589;6580;6582,228.13614,5227.4727,74009.75,56256.207,685.1096,127.6935,843.0854,426.45108,567.01404,793.0791,908.8051,464.357,731.59143,339.11893,568.4463,490.9492,43449.89,623283.2,490045.75,566661.0,440371.5,316884.7,492503.88,651520.8,612889.0,56307.74,5393.5483,3512.1504,79.36966,83.906876,750.4039,230.93332,633.9092,793.3963,295.39737,1117.1736,501.9674,105.622116,6762.4136,3526.0742,4032.7434,338.19778,107.26109,447.88544,74.99591,334.16922,117.58495,11257.28,4856.2495,855.633,1004.3004,916.59515,1440.4601,502876.4,420875.84,569077.3,570694.06,
6577,513.2672575035392,4.918443,,,,391,,,,,,,0,98.75227,0,0,0,0,0,0,0,167.93922,0,0,0,0,0,0,81301.22,14700.525,47128.42,23235.879,806.2622,35796.93,167290.92,97131.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91638.98,113406.11,39898.664,62871.41,
6566,957.5616988554378,4.918811,,,,369,733,[2M+NH4]+,,2,6564;6566,469.76414,37.05995,102.76076,43.70887,0,1561.201,78.854614,243.87155,0,0,28007.492,451.66144,0,0,0,256.033,0,0,0,0,282.27927,17006.48,1165.7998,0,0,69.091,0,35.211655,0,0,33.71982,0,0,0,0,0,0,0,0,68.92667,31.037212,32.90947,0,0,30.311275,0,0,55.435356,43.8211,0,0,0,0,0,0,0,204.38533,
6598,365.19349341477556,4.91917,,,,361,,,,,,,1628.369,908.20197,1662.8584,1509.1882,1831.7794,1318.1562,5900.6924,4285.8164,5360.19,5958.4126,5007.159,4859.985,5134.7007,6181.287,5588.4497,964.329,7920.3687,8453.693,1369.217,1875.8975,2717.8484,1580.8835,2025.9587,1211.6189,296.92334,588.9504,545.2532,0,113.87821,41.543118,98.86645,41.802544,80.26267,56.54832,65.78373,30.673523,89.02837,53.883846,108.46182,73.11014,197.03264,42.99279,22.994858,37.08425,116.93002,33.174114,257.05392,605.826,201.05261,83.71774,61.946312,202.07812,5428.1616,5630.7466,6839.988,9251.489,
6593,459.26997535419986,4.9200673,,,,391,736,[M+H]+,,2,6594;6593,458.26281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35957.52,5302.494,23864.486,5784.4185,596.93884,12538.542,31809.857,22656.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16589.521,25100.086,15359.162,21259.926,
6594,481.25214464733295,4.9200673,,,,391,736,[M+Na]+,,2,6594;6593,458.26281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60344.668,11081.031,43264.92,12450.003,1616.6412,25120.422,57059.895,42009.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31958.145,48919.586,29409.447,35905.11,
6606,307.15139737096035,4.920639,,,,,,,,,,,1429.5178,982.8434,1230.6517,3049.895,2425.9648,2390.3093,19059.213,9597.234,12479.919,17894.693,10178.563,15782.267,18955.55,12333.014,10507.264,1208.5098,10078.973,16593.156,1744.4241,3300.728,3568.9622,2113.8013,3072.313,2999.0076,965.8053,301.7389,196.87141,146.00813,392.97577,406.9585,551.78235,293.40707,366.7199,253.08838,360.6452,163.28264,346.84726,868.7282,187.21725,260.5714,203.70457,441.64276,538.2864,432.1409,206.6247,476.33612,301.60385,2108.4448,294.49213,372.61685,271.36142,859.7478,4960.4746,5221.3228,16056.6,9659.934,
6622,525.2670177029469,4.9212203,,,,392,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36601.758,12637.966,24410.268,4146.478,641.4675,28162.035,28478.234,12567.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31575.182,13086.877,32718.098,14439.545,
6600,587.2609981260069,4.9317517,,,,392,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38476.605,5131.081,17769.299,4592.4106,0,14661.35,29541.354,22543.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13612.592,14332.913,15977.053,21188.572,
6608,350.05479286700734,4.9340515,,,,,,,,,,,0,0,0,1253.4431,2619.9612,3020.895,2648.2068,826.43396,1262.4928,1137.55,1290.1226,1274.165,870.3477,837.1582,810.20654,0,1552.5635,1796.5739,1022.7101,1174.4993,748.0965,677.16296,140.31096,880.1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957.11176,818.03864,1173.7021,874.0864,
6601,335.10761252611536,4.9340606,,,,392,737,[M+Na]+,,2,6601;6605,312.11838,495.1152,2782.7944,2741.7021,0,0,124.95095,106.12991,1672.3059,2131.7656,2516.0542,2258.0767,1403.153,1511.4784,1843.185,2629.4019,1805.0398,8768.624,10758.185,7959.028,6506.1763,10777.631,6454.041,7737.405,7331.169,1090.9698,303.1534,377.26556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.82277,139.18782,0,0,0,0,5913.9653,4177.0693,7644.2563,4772.4185,
6602,329.09955536521824,4.934489,,,,392,738,[M+K]+,,2,6605;6602,290.13641,0,832.8206,885.08795,0,0,0,0,810.16003,1034.555,1207.6573,891.6757,833.526,701.71747,887.0566,951.35846,475.657,4717.479,5454.4424,4729.237,3698.1343,4110.868,3548.4795,4797.539,4735.363,463.16196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3235.1572,2899.3652,4229.2085,2857.414,
6605,313.12565058472296,4.9354105,,,,392,738,[M+Na]+,,2,6605;6602,290.13641,5198.7188,25647.602,25674.303,1093.2034,1839.2574,2453.6165,2257.0398,28380.244,31127.576,31044.668,24929.674,25029.336,25506.498,29839.379,31610.16,18221.877,116319.45,125514.39,108812.695,84358.03,100307.8,87492.16,113564.984,106770.34,17586.436,4135.3955,5046.302,0,0,48.698086,0,0,0,0,0,0,0,753.1576,243.01187,34.19365,50.9608,0,0,0,0,0,4336.9077,3800.1516,28.131435,0,0,0,80630.65,63305.33,100399.51,74439.61,
6603,265.14091961418114,4.9355574,,,,392,,,,,,,296.0025,3077.3867,4054.4668,314.52893,53.001377,213.18114,225.54086,270.09222,538.616,527.7681,75.51941,140.54758,427.79834,448.69623,412.26465,3320.5098,57706.797,65328.99,25438.27,51911.43,44705.49,25592.156,62147.445,63665.277,985.5905,128.53893,143.19322,30.044537,108.44783,97.76376,45.304802,160.55063,28.869047,89.36423,29.294792,51.51804,95.58434,200.83026,422.8686,79.633316,106.89898,44.020554,122.95646,79.44563,119.35826,46.00733,1179.8005,79.55718,221.52045,552.4873,46.149773,598.92126,48690.113,17218.135,30655.984,16232.748,
6604,225.148396843854,4.937632,,,,,,,,,,,55.200974,750.99506,496.58002,0,0,75.32891,0,0,55.21276,65.24992,60.96262,76.5149,73.54241,134.79094,245.89726,159.77716,12921.957,18793.656,9102.666,13944.624,3072.5823,16872.406,25085.012,24822.268,376.79562,0,0,0,0,0,0,0,0,0,0,0,0,113.9534,44.663612,0,0,0,0,0,0,0,93.14074,0,0,0,92.50797,0,7483.969,5569.667,10028.376,8127.826,
6615,421.1258348947995,4.9386897,,,,392,739,[M+K]+,,3,6615;6620;6619,382.16181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11343.037,2981.8943,7963.8306,4705.4116,443.7243,7746.579,10378.127,7154.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7385.1206,9763.032,7336.0547,9110.284,
6612,423.19895535913224,4.938872,,,,392,,,,,,,263.3382,268.2974,119.21206,71.667404,163.28142,81.019455,132.18471,64.56614,65.942474,97.61229,61.90362,88.78374,396.95844,215.19579,47.521473,69.39368,13958.426,1824.9287,7422.268,1528.582,680.1232,5899.077,15164.651,11400.848,157.3088,73.2566,53.3181,0,37.41696,38.2744,38.8058,59.07346,55.306057,42.082615,18.487877,30.986343,25.83222,44.629242,138.28864,30.53989,40.557487,46.473976,30.464691,45.0119,31.423798,38.980923,123.521355,36.872704,196.47449,94.56993,197.42354,421.80164,6282.616,4267.1816,5859.089,11960.524,
6611,233.07841481475631,4.942495,,,,,,,,,,,34552.04,31375.668,32712.594,35948.69,29028.96,31774.9,31167.21,32049.186,34722.637,31044.076,30731.516,31719.494,33040.957,32024.508,31164.672,30107.414,13831.995,16086.914,15199.458,19227.71,21646.934,19032.922,15039.494,15461.217,30623.342,34409.098,32775.305,35475.754,39435.312,32970.31,42585.645,41666.168,37726.21,39120.848,36738.13,36944.555,36821.492,32350.59,31004.916,31584.244,32636.652,40944.707,40255.74,35314.086,38126.625,50230.887,36673.652,34419.547,49443.465,49940.004,45897.004,51341.45,14336.097,18439.904,14697.636,12036.045,
6619,383.1682072456091,4.9425774,,,,392,739,[M+H]+,,3,6615;6620;6619,382.16181,29.601028,0,0,29.208988,26.07629,42.4776,0,0,0,0,86.25263,0,56.851814,46.171425,46.830357,0,12461.614,2373.356,7664.966,2759.7183,331.07852,5496.139,9853.988,6864.4824,0,0,51.616913,0,0,0,0,47.714508,0,25.209747,74.410194,22.292187,36.536224,77.10033,51.337242,0,0,30.430412,0,32.869488,0,0,50.53385,36.745697,231.3047,49.3711,24.547482,113.19828,5716.642,6702.7446,4876.993,8916.659,
6587,298.1447152249724,4.942955,,,,,,,,,,,0,0,0,0,0,0,0,1361.9414,2360.2324,1443.5903,939.2995,1004.9134,1044.438,1587.7745,907.36145,0,275.58228,362.95312,269.81534,327.2423,331.7135,339.3847,207.27345,396.61032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.20605,120.00684,205.87071,0,
6617,545.2832374560711,4.9460125,,,,392,740,[M+Na]+,,2,6616;6617,522.29419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8739.266,4363.216,6007.5806,2385.2908,0,4960.198,7037.2124,7250.6646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3342.1147,1886.9558,6954.9565,8546.982,
6620,405.1519650456378,4.9472876,,,,392,739,[M+Na]+,,4,6615;6620;6619;6631,382.16181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76288.72,18122.4,51677.59,23286.033,2412.671,37509.4,64882.36,48725.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42598.758,49899.492,43169.55,65921.625,
6616,523.301630552941,4.948315,,,,392,740,[M+H]+,,2,6616;6617,522.29419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5396.8364,2737.6785,4547.5977,1672.3087,0,2838.1567,4598.6807,5349.2485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3075.411,1858.6864,3816.213,6417.2495,
6629,267.08386658471875,4.95064,,,,380,,,,,,,0,0,0,73044.15,35316.117,51399.6,27921.766,57088.984,43449.105,61976.152,39919.71,49971.574,44324.42,41624.113,29022.402,0,0,886.87085,0,1101.7405,3305.8977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618.3617,1956.8512,832.15393,1421.6692,0,0,202.70139,0,
6628,511.2333898931108,4.9512286,,,,380,,,,,,,0,339.59238,673.4254,17164.783,21212.322,19671.297,19514.564,21830.027,22815.244,26342.006,21230.09,23629.617,27910.146,24869.268,22581.2,431.09085,18896.395,27811.535,13955.627,17900.348,20405.76,11087.252,15362.8,15656.813,292.58505,0,0,0,0,28.429735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.49432,0,0,0,0,0,11756.57,12540.105,16979.584,9972.804,
6632,328.1575618007626,4.951717,,,,,,,,,,,0,0,0,3502.0496,2633.6658,10045.423,4323.5903,3080.1526,3342.1226,2681.1943,3153.3286,2558.6348,2112.404,1086.8969,1947.5931,0,5645.6274,7986.2974,5770.6274,5407.948,3615.573,3513.9236,1086.3795,3328.7847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5657.07,9424.419,7026.2773,4803.517,2212.9758,4445.919,3308.8315,2884.1152,
6630,331.12869157010846,4.952203,,,,380,,,,,,,0,0,0,7171.3135,3142.8608,1568.4314,2175.9465,4069.4688,2967.9253,7154.544,3417.1267,5832.377,8580.861,3876.1387,3037.25,0,0,696.17145,0,858.1475,1807.798,110.79735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.65625,0,
6631,365.1575995815442,4.955195,,,,392,739,[M+H-H2O]+,,2,6620;6631,382.16181,0,96.260284,70.9563,120.77438,36.39257,94.13177,64.6537,52.563797,0,70.314064,43.097046,0,283.60852,86.57295,120.633026,64.78493,31183.66,4462.412,18001.102,6596.866,756.1052,12139.687,24078.387,17259.715,120.89101,78.56224,40.77321,0,41.03034,33.67594,46.229088,50.936836,29.14435,29.044922,51.527245,32.317917,56.98433,82.67882,52.145607,54.189728,54.136803,112.04581,46.86466,0,32.70516,25.315117,45.595886,55.348007,76.21892,83.59734,44.64655,179.32048,14227.185,17704.863,13960.787,23585.223,
6639,295.1514959933167,4.95525,,,,391,,,,,,,2534.5535,4107.459,4491.31,3105.1113,2530.384,2562.4463,2622.7861,2465.7688,3075.6782,2881.5715,2340.2087,2707.698,3587.7236,2309.357,2373.5854,3951.7058,47474.133,52617.625,44958.96,49657.26,16847.428,35524.203,47943.457,46120.3,3367.8386,2282.5623,1312.4536,1013.47296,2037.5641,1371.8087,1877.5789,2198.401,2406.2405,1967.2246,2687.4473,2557.9492,2442.9429,1738.4264,2591.868,1039.104,2199.9187,2299.1199,2229.34,2309.7896,2156.0056,2829.8853,2703.576,1935.443,6291.8916,6489.1406,5113.4946,9390.607,35178.324,32140.188,45480.2,25771.035,
6624,207.13805454921985,4.9553094,,,,392,,,,,,,713.3473,2667.436,3030.9417,227.82611,247.2652,376.2276,682.942,901.4715,889.8797,1427.3997,784.19806,856.2067,787.62134,898.9617,911.8442,2199.5964,58440.68,55583.07,53634.582,43631.477,24158.537,48786.113,56683.367,57073.734,2743.1292,542.0805,178.92067,74.48697,306.517,338.2335,371.41083,166.95929,254.42255,188.93448,285.14343,573.07275,40.24141,601.1784,451.13727,526.59717,72.193344,219.18384,209.63342,205.33157,85.580154,218.88075,1430.8833,532.46454,658.5381,710.1726,820.27716,567.2989,46455.438,37823.816,50808.58,32547.965,
6633,321.2205630643083,4.956017,,,,,,,,,,,616.71436,178.50049,42.712914,2502.7947,3359.0498,2874.9978,3534.5593,2302.9658,2968.1182,3063.7617,2617.3364,3045.2625,3103.9626,3448.4465,3070.7158,0,3637.6016,4001.4526,3204.1296,3469.002,4535.78,3155.6501,3145.3762,3347.4019,32.961037,428.94855,404.28683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.0185,0,0,0,0,2901.1,2725.3638,3548.6738,3383.8188,
6643,283.15153755427457,4.959568,,,,391,,,,,,,1433.8177,18933.367,18504.88,1224.894,2100.0737,3708.1675,3065.8198,1610.2477,2714.2886,1192.9547,1512.0452,2117.877,1477.971,2281.462,3200.7424,11087.448,258076.31,217570.69,224002.48,169873.53,48548.867,170434.47,271377.34,265254.7,8895.616,635.284,875.177,0,0,0,0,0,27.319427,22.192287,0,20.625063,0,580.8236,408.6136,32.975292,45.967537,0,28.673698,0,0,0,2881.4336,326.1146,186.26479,441.85678,254.01653,353.57202,172008.61,150514.67,213084.25,172618.53,
6636,746.4535594270485,4.963896,,,,392,741,[M+H]+,,2,6637;6636,745.44674,47.508595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7226.2554,1060.2479,1950.246,0,0,1023.9026,1986.246,1528.7544,0,40.634045,0,0,0,0,0,0,0,0,0,0,0,96.739075,0,35.384438,46.98777,0,0,0,0,0,0,0,0,0,0,0,1670.4336,1674.9746,1807.6029,3817.2847,
6638,285.1671661109066,4.9688773,,,,391,,,,,,,155.99225,4027.2332,4942.7896,2071.9514,2623.695,3928.795,3682.704,2795.24,3736.6238,3735.1584,3936.1775,3356.502,2820.5789,3581.481,4750.813,3594.8513,94825.734,87166.734,81037.5,62416.645,19267.146,58591.434,93019.23,88172.86,2732.397,33.651283,148.60957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1830.1573,56.320328,416.9178,718.4776,506.1382,636.61365,61953.547,53994.293,79959.3,62029.97,
6634,178.08633945591328,4.9701524,,,,380,,,,,,,0,61.00981,0,2525.321,3238.2036,2825.1946,2821.8606,3127.066,3022.577,4683.46,4686.1426,2739.1736,3532.4854,3284.471,2284.382,57.367058,110.348404,1319.8297,97.097725,1279.6757,2499.9204,308.62244,0,115.61158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.15521,0,683.08215,287.46912,
6647,239.16150011699227,4.970547,,,,391,,,,,,,502.313,4467.2695,2346.6638,2063.0417,754.699,2248.0627,731.12225,985.7263,1651.7345,1404.3315,1680.5776,246.66562,991.32947,1308.626,634.8483,2738.8433,18685.371,13966.057,13792.979,13689.927,10377.987,13882.196,17073.658,15609.532,3649.5938,1312.9229,1142.2142,218.26208,952.4936,239.24594,739.3598,854.14825,1177.9344,2332.4978,907.3986,894.9092,2041.3994,598.124,1323.7625,934.7269,1108.3837,1671.5238,218.7077,1725.7191,2223.3772,1817.4617,519.21655,524.7203,615.59595,2351.1436,542.7207,2522.2603,15287.221,8948.803,17146.791,18370.63,
6637,768.4364243526419,4.9723787,,,,392,741,[M+Na]+,,2,6636;6637,745.44674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.844315,4887.6416,1453.4766,3888.4692,0,0,1056.6359,2890.494,2012.2991,40.454674,0,0,0,0,0,0,0,0,0,0,0,0,40.333878,102.58993,0,0,0,0,0,0,0,0,0,0,0,0,0,1937.8594,1603.2467,3472.3691,5843.958,
6645,585.2783793175389,4.9809875,,,,391,742,[M+Na]+,,2,6645;6652,562.28915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40561.816,2561.1528,33749.74,12450.801,0,26779.451,29384.096,27782.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11885.975,20224.492,26547.486,21198.994,
6653,360.18387590324846,4.9932485,,,,391,,,,,,,0,1530.9016,475.67328,0,0,0,0,0,0,0,0,0,0,0,0,704.34076,45210.64,33738.027,34209.37,26544.137,15887.285,32492.287,33526.92,37552.152,1186.0139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33016.34,22833.81,40133.168,20043.48,
6680,297.167101389637,4.9942255,,,,407,,,,,,,385.11945,338.22244,907.9039,836.60376,992.433,466.37582,592.211,717.6726,469.3336,476.54242,1279.5984,571.4646,755.38306,695.35876,569.38214,1140.0051,18586.617,24854.703,17101.992,17717.947,10894.201,13403.767,16520.621,16635.41,294.59445,53.020554,360.8079,0,197.06468,162.57788,57.56362,179.26855,212.36642,34.495705,122.03234,181.69269,272.86298,218.23744,114.365036,154.44145,88.7827,289.73355,271.34467,272.7779,186.69714,78.807175,652.5411,189.6378,1119.646,1794.79,419.28546,1295.4774,16894.877,14325.466,22490.043,18034.46,
6651,181.15874771368686,4.9976325,,,,391,,,,,,,0,518.87085,709.04364,0,0,0,0,0,0,0,0,0,0,0,0,640.5086,12240.389,9564.358,8407.932,6297.5205,4476.636,7707.7617,11765.145,10965.942,812.3922,28.925644,0,0,0,0,0,0,0,0,0,0,0,78.43613,91.41113,0,0,0,0,0,0,0,0,0,0,0,38.330605,0,7282.284,5525.367,8706.4,10183.98,
6658,662.4215446517599,4.997972,,,,,,,,,,,4055.2756,3956.8904,3051.257,9459.819,12561.128,24698.27,13522.905,13461.317,28898.89,17921.586,16596.664,23542.441,12037.431,17557.8,19677.41,3014.7427,23874.49,30496.727,10554.083,10976.043,10176.819,11863.729,13445.305,13563.147,3681.2004,1811.1353,1956.2045,0,325.09006,868.23254,0,0,114.72127,33.192665,87.992966,127.16168,0,2017.565,1847.7719,1175.7295,1116.2106,564.21747,0,831.36676,180.789,0,1953.074,1592.8704,0,0,0,0,11009.762,7950.738,16240.195,16074.85,
6652,563.296414901069,5.000198,,,,391,742,[M+H]+,,2,6645;6652,562.28915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33373.508,1519.9753,18335.912,5942.207,0,18964.6,22940.018,19857.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17610.98,10839.238,14798.6875,17069.178,
6657,673.4126718415301,5.001096,,,,,,,,,,,703.1225,316.27722,327.41995,1368.5746,1765.8782,3400.8206,1713.8145,1684.0144,3565.6108,2565.264,2077.662,3030.5613,1231.6862,2158.5227,2326.7883,362.98853,5826.6436,8398.971,2936.7703,2991.2886,2517.6082,3282.653,4360.6187,3634.9497,327.36404,0,67.59883,0,0,28.985664,0,0,0,0,0,0,0,0,36.380455,0,0,0,0,0,0,0,288.73184,122.52009,0,0,0,0,3298.6956,1972.6753,3976.4924,4314.9614,
6662,161.13253370340345,5.0023026,,,,,,,,,,,135.92834,2850.1038,2351.2747,33.994568,146.9036,282.93893,50.287395,971.6062,1218.352,609.9616,907.9691,745.6321,688.60364,877.8576,881.09314,2013.9486,16751.344,9274.513,11969.114,4549.289,13507.367,9990.46,15639.614,12407.741,1886.9213,537.37274,141.70976,166.09702,34.231743,139.65489,46.51467,35.701485,24.151009,55.162205,57.270287,85.873665,27.437267,2712.9214,733.77295,196.11656,206.24464,27.655266,137.60384,38.995125,45.20941,282.88388,198.35503,80.750885,647.22833,201.07115,308.20984,500.20593,11398.272,9874.597,12879.919,11359.127,
6681,239.12690479801083,5.007744,,,,407,743,[M+H-H2O]+,,2,6682;6681,256.13057,111.8534,267.1231,551.3953,0,0,0,0,0,0,0,0,0,0,0,0,97.21312,2409.2012,1055.8156,2671.4114,1222.3394,0,2046.7699,3044.0205,2805.121,98.329865,86.649704,0,24.714565,0,44.116062,0,0,54.72364,0,0,0,31.519817,72.85155,29.855322,48.182487,62.710644,0,0,0,0,0,63.267708,55.478424,0,0,0,25.326588,1465.9395,4131.7,910.53265,1349.8601,
6670,279.120335064657,5.0101542,,,,407,743,[M+Na]+,,3,6682;6670;6669,256.13057,619.3523,37297.496,49675.223,0,0,163.76018,77.19675,0,0,50.852966,0,108.42698,187.15231,72.663956,38.974392,31380.709,110489.49,38837.633,116652.7,52109.7,3578.1736,90362.87,125689.0,110222.6,15803.085,218.51779,314.79437,0,28.524261,78.379715,26.149906,38.282337,485.70392,72.835556,102.17531,110.38528,70.04679,376.2609,335.40106,131.12962,85.622375,31.020798,0,0,44.695335,40.010796,741.44073,261.29108,139.85744,41.494637,53.87655,50.77105,60167.727,195270.06,38043.777,51557.34,
6682,295.09418130032094,5.0120835,,,,407,743,[M+K]+,,3,6682;6681;6670,256.13057,0,920.9953,1350.1138,0,0,0,0,0,0,0,0,0,0,0,0,973.183,2709.195,876.3338,3281.348,1543.2507,0,2758.6436,3009.5393,2676.4045,603.9012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547.8251,5915.9663,734.91833,1156.645,
6675,536.3431180810144,5.013309,,,,407,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27537.15,2262.546,11545.427,1649.6827,0,7493.3726,22267.068,17418.197,0,60.53144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9607.5625,9850.821,10557.914,19568.691,
